"DFILESIZE","file","filename","siteid","uploaddirectory","contenttype","containerid","cm:title","apm:apmNumber","apm:apmYear","apm:beginningBatesNumber","apm:endingBatesNumber","apm:startImage","apm:endImage","apm:boxSequence","apm:documentType","damsasp:extDocSource","damsasp:extDocId","damsasp:extDocVersion"
163764,"GMD042225.pdf","GMD042225.pdf","All Participant Memos","APMs","All Participant Memos","","00-8 - 2000","00-8","2000","APMS-0004-1080","APMS-0004-1083","1","4","307","APMs","","GMD042225","1"
147591,"GMD042230.pdf","GMD042230.pdf","All Participant Memos","APMs","All Participant Memos","","00-13 - 2000","00-13","2000","APMS-0004-1120","APMS-0004-1122","1","3","312","APMs","","GMD042230","1"
153813,"GMD042234.pdf","GMD042234.pdf","All Participant Memos","APMs","All Participant Memos","","00-17 - 2000","00-17","2000","APMS-0004-1140","APMS-0004-1143","1","4","316","APMs","","GMD042234","1"
144138,"GMD042238.pdf","GMD042238.pdf","All Participant Memos","APMs","All Participant Memos","","2001-1 - 2001","2001-1","2001","APMS-0004-1153","APMS-0004-1156","1","4","320","APMs","","GMD042238","1"
191274,"GMD042242.pdf","GMD042242.pdf","All Participant Memos","APMs","All Participant Memos","","2001-5 - 2001","2001-5","2001","APMS-0004-1162","APMS-0004-1165","1","4","324","APMs","","GMD042242","1"
35514,"GMD042250.pdf","GMD042250.pdf","All Participant Memos","APMs","All Participant Memos","","2001-13 - 2001","2001-13","2001","APMS-0004-1301","APMS-0004-1301","1","1","332","APMs","","GMD042250","1"
198645,"GMD042254.pdf","GMD042254.pdf","All Participant Memos","APMs","All Participant Memos","","2001-17 - 2001","2001-17","2001","APMS-0004-1311","APMS-0004-1314","1","4","336","APMs","","GMD042254","1"
198565,"GMD042258.pdf","GMD042258.pdf","All Participant Memos","APMs","All Participant Memos","","2001-22 - 2001","2001-22","2001","APMS-0004-1334","APMS-0004-1337","1","4","341","APMs","","GMD042258","1"
111588,"GMD042262.pdf","GMD042262.pdf","All Participant Memos","APMs","All Participant Memos","","2001-26 - 2001","2001-26","2001","APMS-0004-1355","APMS-0004-1358","1","4","345","APMs","","GMD042262","1"
31458,"GMD042266.pdf","GMD042266.pdf","All Participant Memos","APMs","All Participant Memos","","2001-30 - 2001","2001-30","2001","APMS-0004-1372","APMS-0004-1372","1","1","349","APMs","","GMD042266","1"
113832,"GMD042270.pdf","GMD042270.pdf","All Participant Memos","APMs","All Participant Memos","","2002-2 - 2002","2002-2","2002","APMS-0004-1381","APMS-0004-1383","1","3","353","APMs","","GMD042270","1"
83652,"GMD042278.pdf","GMD042278.pdf","All Participant Memos","APMs","All Participant Memos","","2002-10 - 2002","2002-10","2002","APMS-0004-1621","APMS-0004-1622","1","2","361","APMs","","GMD042278","1"
24827,"GMD042282.pdf","GMD042282.pdf","All Participant Memos","APMs","All Participant Memos","","2002-14 - 2002","2002-14","2002","APMS-0004-1635","APMS-0004-1635","1","1","365","APMs","","GMD042282","1"
168878,"GMD042286.pdf","GMD042286.pdf","All Participant Memos","APMs","All Participant Memos","","2002-18 - 2002","2002-18","2002","APMS-0004-1654","APMS-0004-1657","1","4","369","APMs","","GMD042286","1"
49049,"GMD042290.pdf","GMD042290.pdf","All Participant Memos","APMs","All Participant Memos","","2002-22 - 2002","2002-22","2002","APMS-0004-1666","APMS-0004-1667","1","2","373","APMs","","GMD042290","1"
113523,"GMD042298.pdf","GMD042298.pdf","All Participant Memos","APMs","All Participant Memos","","2003-1 - 2003","2003-1","2003","APMS-0004-1685","APMS-0004-1688","1","4","381","APMs","","GMD042298","1"
29430,"GMD042302.pdf","GMD042302.pdf","All Participant Memos","APMs","All Participant Memos","","2003-5 - 2003","2003-5","2003","APMS-0004-1696","APMS-0004-1696","1","1","385","APMs","","GMD042302","1"
128510,"GMD042306.pdf","GMD042306.pdf","All Participant Memos","APMs","All Participant Memos","","2003-9 - 2003","2003-9","2003","APMS-0004-1703","APMS-0004-1706","1","4","389","APMs","","GMD042306","1"
258922,"GMD042310.pdf","GMD042310.pdf","All Participant Memos","APMs","All Participant Memos","","2003-13 - 2003","2003-13","2003","APMS-0004-1717","APMS-0004-1722","1","6","393","APMs","","GMD042310","1"
90024,"GMD042314.pdf","GMD042314.pdf","All Participant Memos","APMs","All Participant Memos","","2003-17 - 2003","2003-17","2003","APMS-0004-1728","APMS-0004-1729","1","2","397","APMs","","GMD042314","1"
167738,"GMD042316.pdf","GMD042316.pdf","All Participant Memos","APMs","All Participant Memos","","2003-19 - 2003","2003-19","2003","APMS-0004-1731","APMS-0004-1734","1","4","399","APMs","","GMD042316","1"
46348,"GMD042320.pdf","GMD042320.pdf","All Participant Memos","APMs","All Participant Memos","","2003-23 - 2003","2003-23","2003","APMS-0004-1742","APMS-0004-1742","1","1","403","APMs","","GMD042320","1"
248570,"GMD042327.pdf","GMD042327.pdf","All Participant Memos","APMs","All Participant Memos","","92-5 - 1992","92-5","1992","APMS-0005-0048","APMS-0005-0057","1","10","409","APMs","","GMD042327","1"
58766,"GMD042331.pdf","GMD042331.pdf","All Participant Memos","APMs","All Participant Memos","","92-9 - 1992","92-9","1992","APMS-0005-0162","APMS-0005-0163","1","2","413","APMs","","GMD042331","1"
228277,"GMD042335.pdf","GMD042335.pdf","All Participant Memos","APMs","All Participant Memos","","92-14 - 1992","92-14","1992","APMS-0005-0235","APMS-0005-0238","1","4","417","APMs","","GMD042335","1"
653298,"GMD042343.pdf","GMD042343.pdf","All Participant Memos","APMs","All Participant Memos","","92-22 - 1992","92-22","1992","APMS-0005-0284","APMS-0005-0302","1","19","425","APMs","","GMD042343","1"
77860,"GMD042347.pdf","GMD042347.pdf","All Participant Memos","APMs","All Participant Memos","","92-26 - 1992","92-26","1992","APMS-0005-0398","APMS-0005-0399","1","2","429","APMs","","GMD042347","1"
25579,"GMD042252.pdf","GMD042252.pdf","All Participant Memos","APMs","All Participant Memos","","2001-15 - 2001","2001-15","2001","APMS-0004-1306","APMS-0004-1306","1","1","334","APMs","","GMD042252","1"
83044,"GMD042263.pdf","GMD042263.pdf","All Participant Memos","APMs","All Participant Memos","","2001-27 - 2001","2001-27","2001","APMS-0004-1359","APMS-0004-1361","1","3","346","APMs","","GMD042263","1"
99007,"GMD042294.pdf","GMD042294.pdf","All Participant Memos","APMs","All Participant Memos","","2002-26 - 2002","2002-26","2002","APMS-0004-1675","APMS-0004-1677","1","3","377","APMs","","GMD042294","1"
110293,"GMD042300.pdf","GMD042300.pdf","All Participant Memos","APMs","All Participant Memos","","2003-3 - 2003","2003-3","2003","APMS-0004-1691","APMS-0004-1694","1","4","383","APMs","","GMD042300","1"
54203,"GMD042303.pdf","GMD042303.pdf","All Participant Memos","APMs","All Participant Memos","","2003-6 - 2003","2003-6","2003","APMS-0004-1697","APMS-0004-1698","1","2","386","APMs","","GMD042303","1"
84335,"GMD042339.pdf","GMD042339.pdf","All Participant Memos","APMs","All Participant Memos","","92-18 - 1992","92-18","1992","APMS-0005-0250","APMS-0005-0251","1","2","421","APMs","","GMD042339","1"
255825,"GMD042346.pdf","GMD042346.pdf","All Participant Memos","APMs","All Participant Memos","","92-25 - 1992","92-25","1992","APMS-0005-0392","APMS-0005-0397","1","6","428","APMs","","GMD042346","1"
104393,"GMD042355.pdf","GMD042355.pdf","All Participant Memos","APMs","All Participant Memos","","93-6 - 1993","93-6","1993","APMS-0005-0479","APMS-0005-0481","1","3","437","APMs","","GMD042355","1"
673170,"GMD042390.pdf","GMD042390.pdf","All Participant Memos","APMs","All Participant Memos","","94-20 - 1994","94-20","1994","APMS-0005-0839","APMS-0005-0858","1","20","472","APMs","","GMD042390","1"
384173,"GMD042430.pdf","GMD042430.pdf","All Participant Memos","APMs","All Participant Memos","","96-10 - 1996","96-10","1996","APMS-0005-1481","APMS-0005-1491","1","11","512","APMs","","GMD042430","1"
45982,"GMD042442.pdf","GMD042442.pdf","All Participant Memos","APMs","All Participant Memos","","96-22 - 1996","96-22","1996","APMS-0005-1553","APMS-0005-1553","1","1","524","APMs","","GMD042442","1"
597128,"GMD042152.pdf","GMD042152.pdf","All Participant Memos","APMs","All Participant Memos","","98-12 - 1998","98-12","1998","APMS-0004-0521","APMS-0004-0536","1","16","233","APMs","","GMD042152","1"
114891,"GMD042153.pdf","GMD042153.pdf","All Participant Memos","APMs","All Participant Memos","","98-13 - 1998","98-13","1998","APMS-0004-0537","APMS-0004-0539","1","3","234","APMs","","GMD042153","1"
1449202,"GMD042163.pdf","GMD042163.pdf","All Participant Memos","APMs","All Participant Memos","","98-23 - 1998","98-23","1998","APMS-0004-0615","APMS-0004-0650","1","36","244","APMs","","GMD042163","1"
437426,"GMD042167.pdf","GMD042167.pdf","All Participant Memos","APMs","All Participant Memos","","98-27 - 1998","98-27","1998","APMS-0004-0690","APMS-0004-0702","1","13","248","APMs","","GMD042167","1"
330104,"GMD042171.pdf","GMD042171.pdf","All Participant Memos","APMs","All Participant Memos","","98-31 - 1998","98-31","1998","APMS-0004-0718","APMS-0004-0725","1","8","252","APMs","","GMD042171","1"
126780,"GMD042175.pdf","GMD042175.pdf","All Participant Memos","APMs","All Participant Memos","","98-35 - 1998","98-35","1998","APMS-0004-0742","APMS-0004-0744","1","3","256","APMs","","GMD042175","1"
116197,"GMD042179.pdf","GMD042179.pdf","All Participant Memos","APMs","All Participant Memos","","98-39 - 1998","98-39","1998","APMS-0004-0767","APMS-0004-0770","1","4","260","APMs","","GMD042179","1"
124407,"GMD042183.pdf","GMD042183.pdf","All Participant Memos","APMs","All Participant Memos","","99-3 - 1999","99-3","1999","APMS-0004-0790","APMS-0004-0792","1","3","264","APMs","","GMD042183","1"
168706,"GMD042187.pdf","GMD042187.pdf","All Participant Memos","APMs","All Participant Memos","","99-7 - 1999","99-7","1999","APMS-0004-0809","APMS-0004-0813","1","5","268","APMs","","GMD042187","1"
65227,"GMD042191.pdf","GMD042191.pdf","All Participant Memos","APMs","All Participant Memos","","99-11 - 1999","99-11","1999","APMS-0004-0848","APMS-0004-0849","1","2","272","APMs","","GMD042191","1"
131744,"GMD042195.pdf","GMD042195.pdf","All Participant Memos","APMs","All Participant Memos","","99-15 - 1999","99-15","1999","APMS-0004-0917","APMS-0004-0919","1","3","276","APMs","","GMD042195","1"
103420,"GMD042199.pdf","GMD042199.pdf","All Participant Memos","APMs","All Participant Memos","","99-20 - 1999","99-20","1999","APMS-0004-0954","APMS-0004-0956","1","3","281","APMs","","GMD042199","1"
446603,"GMD042207.pdf","GMD042207.pdf","All Participant Memos","APMs","All Participant Memos","","99-28 - 1999","99-28","1999","APMS-0004-0991","APMS-0004-1003","1","13","289","APMs","","GMD042207","1"
52431,"GMD042211.pdf","GMD042211.pdf","All Participant Memos","APMs","All Participant Memos","","99-32 - 1999","99-32","1999","APMS-0004-1020","APMS-0004-1021","1","2","293","APMs","","GMD042211","1"
196986,"GMD042224.pdf","GMD042224.pdf","All Participant Memos","APMs","All Participant Memos","","00-7 - 2000","00-7","2000","APMS-0004-1076","APMS-0004-1079","1","4","306","APMs","","GMD042224","1"
603762,"GMD042226.pdf","GMD042226.pdf","All Participant Memos","APMs","All Participant Memos","","00-9 - 2000","00-9","2000","APMS-0004-1084","APMS-0004-1100","1","17","308","APMs","","GMD042226","1"
148728,"GMD042228.pdf","GMD042228.pdf","All Participant Memos","APMs","All Participant Memos","","00-11 - 2000","00-11","2000","APMS-0004-1104","APMS-0004-1106","1","3","310","APMs","","GMD042228","1"
635884,"GMD042232.pdf","GMD042232.pdf","All Participant Memos","APMs","All Participant Memos","","00-15 - 2000","00-15","2000","APMS-0004-1124","APMS-0004-1138","1","15","314","APMs","","GMD042232","1"
116927,"GMD042236.pdf","GMD042236.pdf","All Participant Memos","APMs","All Participant Memos","","00-19 - 2000","00-19","2000","APMS-0004-1148","APMS-0004-1150","1","3","318","APMs","","GMD042236","1"
42244,"GMD042240.pdf","GMD042240.pdf","All Participant Memos","APMs","All Participant Memos","","2001-3 - 2001","2001-3","2001","APMS-0004-1158","APMS-0004-1158","1","1","322","APMs","","GMD042240","1"
204011,"GMD042244.pdf","GMD042244.pdf","All Participant Memos","APMs","All Participant Memos","","2001-7 - 2001","2001-7","2001","APMS-0004-1167","APMS-0004-1171","1","5","326","APMs","","GMD042244","1"
505706,"GMD042248.pdf","GMD042248.pdf","All Participant Memos","APMs","All Participant Memos","","2001-11 - 2001","2001-11","2001","APMS-0004-1287","APMS-0004-1297","1","11","330","APMs","","GMD042248","1"
506196,"GMD042256.pdf","GMD042256.pdf","All Participant Memos","APMs","All Participant Memos","","2001-20 - 2001","2001-20","2001","APMS-0004-1318","APMS-0004-1329","1","12","339","APMs","","GMD042256","1"
149894,"GMD042260.pdf","GMD042260.pdf","All Participant Memos","APMs","All Participant Memos","","2001-24 - 2001","2001-24","2001","APMS-0004-1344","APMS-0004-1346","1","3","343","APMs","","GMD042260","1"
370613,"GMD042264.pdf","GMD042264.pdf","All Participant Memos","APMs","All Participant Memos","","2001-28 - 2001","2001-28","2001","APMS-0004-1362","APMS-0004-1370","1","9","347","APMs","","GMD042264","1"
125903,"GMD042272.pdf","GMD042272.pdf","All Participant Memos","APMs","All Participant Memos","","2002-4 - 2002","2002-4","2002","APMS-0004-1388","APMS-0004-1390","1","3","355","APMs","","GMD042272","1"
176633,"GMD042276.pdf","GMD042276.pdf","All Participant Memos","APMs","All Participant Memos","","2002-8 - 2002","2002-8","2002","APMS-0004-1447","APMS-0004-1452","1","6","359","APMs","","GMD042276","1"
177717,"GMD042280.pdf","GMD042280.pdf","All Participant Memos","APMs","All Participant Memos","","2002-12 - 2002","2002-12","2002","APMS-0004-1627","APMS-0004-1630","1","4","363","APMs","","GMD042280","1"
40193,"GMD042284.pdf","GMD042284.pdf","All Participant Memos","APMs","All Participant Memos","","2002-16 - 2002","2002-16","2002","APMS-0004-1640","APMS-0004-1640","1","1","367","APMs","","GMD042284","1"
35184,"GMD042288.pdf","GMD042288.pdf","All Participant Memos","APMs","All Participant Memos","","2002-20 - 2002","2002-20","2002","APMS-0004-1662","APMS-0004-1662","1","1","371","APMs","","GMD042288","1"
37133,"GMD042292.pdf","GMD042292.pdf","All Participant Memos","APMs","All Participant Memos","","2002-24 - 2002","2002-24","2002","APMS-0004-1672","APMS-0004-1673","1","2","375","APMs","","GMD042292","1"
123299,"GMD042296.pdf","GMD042296.pdf","All Participant Memos","APMs","All Participant Memos","","2002-28 - 2002","2002-28","2002","APMS-0004-1679","APMS-0004-1681","1","3","379","APMs","","GMD042296","1"
85317,"GMD042304.pdf","GMD042304.pdf","All Participant Memos","APMs","All Participant Memos","","2003-7 - 2003","2003-7","2003","APMS-0004-1699","APMS-0004-1700","1","2","387","APMs","","GMD042304","1"
167396,"GMD042308.pdf","GMD042308.pdf","All Participant Memos","APMs","All Participant Memos","","2003-11 - 2003","2003-11","2003","APMS-0004-1711","APMS-0004-1714","1","4","391","APMs","","GMD042308","1"
25543,"GMD042312.pdf","GMD042312.pdf","All Participant Memos","APMs","All Participant Memos","","2003-15 - 2003","2003-15","2003","APMS-0004-1725","APMS-0004-1725","1","1","395","APMs","","GMD042312","1"
94386,"GMD042313.pdf","GMD042313.pdf","All Participant Memos","APMs","All Participant Memos","","2003-16 - 2003","2003-16","2003","APMS-0004-1726","APMS-0004-1727","1","2","396","APMs","","GMD042313","1"
2264323,"GMD042328.pdf","GMD042328.pdf","All Participant Memos","APMs","All Participant Memos","","92-6 - 1992","92-6","1992","APMS-0005-0058","APMS-0005-0119","1","62","410","APMs","","GMD042328","1"
380834,"GMD042332.pdf","GMD042332.pdf","All Participant Memos","APMs","All Participant Memos","","92-10 G571 11 - 1992","92-10 G571 11","1992","APMS-0005-0164","APMS-0005-0173","1","10","414","APMs","","GMD042332","1"
168228,"GMD042336.pdf","GMD042336.pdf","All Participant Memos","APMs","All Participant Memos","","92-15 - 1992","92-15","1992","APMS-0005-0239","APMS-0005-0246","1","8","418","APMs","","GMD042336","1"
445678,"GMD042340.pdf","GMD042340.pdf","All Participant Memos","APMs","All Participant Memos","","92-19 - 1992","92-19","1992","APMS-0005-0252","APMS-0005-0267","1","16","422","APMs","","GMD042340","1"
104477,"GMD042344.pdf","GMD042344.pdf","All Participant Memos","APMs","All Participant Memos","","92-23 - 1992","92-23","1992","APMS-0005-0303","APMS-0005-0305","1","3","426","APMs","","GMD042344","1"
54886,"GMD042351.pdf","GMD042351.pdf","All Participant Memos","APMs","All Participant Memos","","93-2 - 1993","93-2","1993","APMS-0005-0410","APMS-0005-0411","1","2","433","APMs","","GMD042351","1"
58057,"GMD042359.pdf","GMD042359.pdf","All Participant Memos","APMs","All Participant Memos","","93-10 - 1993","93-10","1993","APMS-0005-0488","APMS-0005-0488","1","1","441","APMs","","GMD042359","1"
34139,"GMD042363.pdf","GMD042363.pdf","All Participant Memos","APMs","All Participant Memos","","93-14 - 1993","93-14","1993","APMS-0005-0535","APMS-0005-0535","1","1","445","APMs","","GMD042363","1"
330541,"GMD042114.pdf","GMD042114.pdf","All Participant Memos","APMs","All Participant Memos","","97-16 - 1997","97-16","1997","APMS-0004-0196","APMS-0004-0205","1","10","195","APMs","","GMD042114","1"
507835,"GMD042122.pdf","GMD042122.pdf","All Participant Memos","APMs","All Participant Memos","","97-24 - 1997","97-24","1997","APMS-0004-0258","APMS-0004-0268","1","11","203","APMs","","GMD042122","1"
447976,"GMD042126.pdf","GMD042126.pdf","All Participant Memos","APMs","All Participant Memos","","97-28 - 1997","97-28","1997","APMS-0004-0284","APMS-0004-0296","1","13","207","APMs","","GMD042126","1"
